,joueur,poste,saison,occurence_titre,occurence_texte,tracé_titre
0,Abendanon,Arrière,2008-2009,0,0,1
1,Abendanon,Arrière,2009-2010,0,0,1
2,Abendanon,Arrière,2010-2011,0,0,1
3,Abendanon,Arrière,2011-2012,0,0,1
4,Abendanon,Arrière,2012-2013,0,0,1
5,Abendanon,Arrière,2013-2014,2,9,21
6,Abendanon,Arrière,2014-2015,1,106,11
7,Abendanon,Arrière,2015-2016,8,125,81
8,Abendanon,Arrière,2016-2017,3,97,31
9,Abendanon,Arrière,2017-2018,2,88,21
10,Abendanon,Arrière,2018-2019,4,47,41
11,Abendanon,Arrière,2019-2020,2,51,21
12,Abendanon,Arrière,2020-2021,0,0,1
13,Abendanon,Arrière,2021-2022,0,0,1
14,Audebert,Avant,2008-2009,0,76,1
15,Audebert,Avant,2009-2010,0,69,1
16,Audebert,Avant,2010-2011,1,53,11
17,Audebert,Avant,2011-2012,1,51,11
18,Audebert,Avant,2012-2013,0,5,1
19,Audebert,Avant,2013-2014,0,5,1
20,Audebert,Avant,2014-2015,0,1,1
21,Audebert,Avant,2015-2016,0,3,1
22,Audebert,Avant,2016-2017,0,0,1
23,Audebert,Avant,2017-2018,0,2,1
24,Audebert,Avant,2018-2019,0,0,1
25,Audebert,Avant,2019-2020,0,1,1
26,Audebert,Avant,2020-2021,0,0,1
27,Audebert,Avant,2021-2022,0,0,1
28,Baby,Arrière,2008-2009,2,98,21
29,Baby,Arrière,2009-2010,3,68,31
30,Baby,Arrière,2010-2011,1,54,11
31,Baby,Arrière,2011-2012,0,3,1
32,Baby,Arrière,2012-2013,0,6,1
33,Baby,Arrière,2013-2014,0,5,1
34,Baby,Arrière,2014-2015,0,2,1
35,Baby,Arrière,2015-2016,0,2,1
36,Baby,Arrière,2016-2017,0,0,1
37,Baby,Arrière,2017-2018,0,2,1
38,Baby,Arrière,2018-2019,0,0,1
39,Baby,Arrière,2019-2020,0,1,1
40,Baby,Arrière,2020-2021,0,1,1
41,Baby,Arrière,2021-2022,0,2,1
42,Bardy,Avant,2008-2009,0,4,1
43,Bardy,Avant,2009-2010,0,41,1
44,Bardy,Avant,2010-2011,2,36,21
45,Bardy,Avant,2011-2012,2,69,21
46,Bardy,Avant,2012-2013,3,90,31
47,Bardy,Avant,2013-2014,2,99,21
48,Bardy,Avant,2014-2015,6,98,61
49,Bardy,Avant,2015-2016,3,57,31
50,Bardy,Avant,2016-2017,3,49,31
51,Bardy,Avant,2017-2018,0,3,1
52,Bardy,Avant,2018-2019,0,3,1
53,Bardy,Avant,2019-2020,0,1,1
54,Bardy,Avant,2020-2021,0,1,1
55,Bardy,Avant,2021-2022,0,0,1
56,Barraque,Arrière,2008-2009,0,0,1
57,Barraque,Arrière,2009-2010,0,0,1
58,Barraque,Arrière,2010-2011,0,7,1
59,Barraque,Arrière,2011-2012,0,2,1
60,Barraque,Arrière,2012-2013,0,4,1
61,Barraque,Arrière,2013-2014,0,2,1
62,Barraque,Arrière,2014-2015,0,2,1
63,Barraque,Arrière,2015-2016,0,1,1
64,Barraque,Arrière,2016-2017,0,0,1
65,Barraque,Arrière,2017-2018,0,1,1
66,Barraque,Arrière,2018-2019,0,0,1
67,Barraque,Arrière,2019-2020,0,0,1
68,Barraque,Arrière,2020-2021,6,69,61
69,Barraque,Arrière,2021-2022,5,40,51
70,Baï,Arrière,2008-2009,0,59,1
71,Baï,Arrière,2009-2010,0,72,1
72,Baï,Arrière,2010-2011,0,3,1
73,Baï,Arrière,2011-2012,0,8,1
74,Baï,Arrière,2012-2013,0,7,1
75,Baï,Arrière,2013-2014,0,2,1
76,Baï,Arrière,2014-2015,0,1,1
77,Baï,Arrière,2015-2016,0,0,1
78,Baï,Arrière,2016-2017,0,1,1
79,Baï,Arrière,2017-2018,0,1,1
80,Baï,Arrière,2018-2019,0,0,1
81,Baï,Arrière,2019-2020,0,0,1
82,Baï,Arrière,2020-2021,0,0,1
83,Baï,Arrière,2021-2022,0,0,1
84,Beheregaray,Avant,2008-2009,0,0,1
85,Beheregaray,Avant,2009-2010,0,0,1
86,Beheregaray,Avant,2010-2011,0,0,1
87,Beheregaray,Avant,2011-2012,0,0,1
88,Beheregaray,Avant,2012-2013,0,0,1
89,Beheregaray,Avant,2013-2014,0,1,1
90,Beheregaray,Avant,2014-2015,0,1,1
91,Beheregaray,Avant,2015-2016,0,4,1
92,Beheregaray,Avant,2016-2017,3,45,31
93,Beheregaray,Avant,2017-2018,0,50,1
94,Beheregaray,Avant,2018-2019,1,46,11
95,Beheregaray,Avant,2019-2020,2,30,21
96,Beheregaray,Avant,2020-2021,1,32,11
97,Beheregaray,Avant,2021-2022,0,43,1
98,Beria,Avant,2008-2009,0,0,1
99,Beria,Avant,2009-2010,0,0,1
100,Beria,Avant,2010-2011,0,0,1
101,Beria,Avant,2011-2012,0,0,1
102,Beria,Avant,2012-2013,0,0,1
103,Beria,Avant,2013-2014,0,0,1
104,Beria,Avant,2014-2015,0,0,1
105,Beria,Avant,2015-2016,0,0,1
106,Beria,Avant,2016-2017,0,1,1
107,Beria,Avant,2017-2018,0,3,1
108,Beria,Avant,2018-2019,0,14,1
109,Beria,Avant,2019-2020,0,20,1
110,Beria,Avant,2020-2021,0,29,1
111,Beria,Avant,2021-2022,0,18,1
112,Betham,Arrière,2008-2009,0,0,1
113,Betham,Arrière,2009-2010,0,0,1
114,Betham,Arrière,2010-2011,0,0,1
115,Betham,Arrière,2011-2012,0,0,1
116,Betham,Arrière,2012-2013,0,0,1
117,Betham,Arrière,2013-2014,0,0,1
118,Betham,Arrière,2014-2015,0,0,1
119,Betham,Arrière,2015-2016,0,0,1
120,Betham,Arrière,2016-2017,1,5,11
121,Betham,Arrière,2017-2018,3,86,31
122,Betham,Arrière,2018-2019,3,124,31
123,Betham,Arrière,2019-2020,0,43,1
124,Betham,Arrière,2020-2021,1,59,11
125,Betham,Arrière,2021-2022,0,0,1
126,Bibi Bizuwu,Avant,2008-2009,0,0,1
127,Bibi Bizuwu,Avant,2009-2010,0,0,1
128,Bibi Bizuwu,Avant,2010-2011,0,0,1
129,Bibi Bizuwu,Avant,2011-2012,0,0,1
130,Bibi Bizuwu,Avant,2012-2013,0,0,1
131,Bibi Bizuwu,Avant,2013-2014,0,0,1
132,Bibi Bizuwu,Avant,2014-2015,0,0,1
133,Bibi Bizuwu,Avant,2015-2016,0,0,1
134,Bibi Bizuwu,Avant,2016-2017,0,0,1
135,Bibi Bizuwu,Avant,2017-2018,0,0,1
136,Bibi Bizuwu,Avant,2018-2019,0,0,1
137,Bibi Bizuwu,Avant,2019-2020,0,0,1
138,Bibi Bizuwu,Avant,2020-2021,0,0,1
139,Bibi Bizuwu,Avant,2021-2022,0,0,1
140,Bonnaire,Avant,2008-2009,2,91,21
141,Bonnaire,Avant,2009-2010,2,106,21
142,Bonnaire,Avant,2010-2011,1,92,11
143,Bonnaire,Avant,2011-2012,1,84,11
144,Bonnaire,Avant,2012-2013,3,102,31
145,Bonnaire,Avant,2013-2014,3,134,31
146,Bonnaire,Avant,2014-2015,2,112,21
147,Bonnaire,Avant,2015-2016,0,8,1
148,Bonnaire,Avant,2016-2017,2,10,21
149,Bonnaire,Avant,2017-2018,0,1,1
150,Bonnaire,Avant,2018-2019,0,1,1
151,Bonnaire,Avant,2019-2020,1,3,11
152,Bonnaire,Avant,2020-2021,0,1,1
153,Bonnaire,Avant,2021-2022,0,0,1
154,Bruzulier,Charnière,2008-2009,0,0,1
155,Bruzulier,Charnière,2009-2010,0,0,1
156,Bruzulier,Charnière,2010-2011,0,0,1
157,Bruzulier,Charnière,2011-2012,0,0,1
158,Bruzulier,Charnière,2012-2013,0,0,1
159,Bruzulier,Charnière,2013-2014,0,0,1
160,Bruzulier,Charnière,2014-2015,0,0,1
161,Bruzulier,Charnière,2015-2016,0,19,1
162,Bruzulier,Charnière,2016-2017,0,0,1
163,Bruzulier,Charnière,2017-2018,0,0,1
164,Bruzulier,Charnière,2018-2019,0,0,1
165,Bruzulier,Charnière,2019-2020,0,0,1
166,Bruzulier,Charnière,2020-2021,0,0,1
167,Bruzulier,Charnière,2021-2022,0,0,1
168,Buttin,Arrière,2008-2009,0,0,1
169,Buttin,Arrière,2009-2010,0,6,1
170,Buttin,Arrière,2010-2011,3,39,31
171,Buttin,Arrière,2011-2012,2,109,21
172,Buttin,Arrière,2012-2013,3,97,31
173,Buttin,Arrière,2013-2014,0,84,1
174,Buttin,Arrière,2014-2015,2,59,21
175,Buttin,Arrière,2015-2016,1,13,11
176,Buttin,Arrière,2016-2017,1,19,11
177,Buttin,Arrière,2017-2018,0,6,1
178,Buttin,Arrière,2018-2019,0,3,1
179,Buttin,Arrière,2019-2020,0,2,1
180,Buttin,Arrière,2020-2021,1,4,11
181,Buttin,Arrière,2021-2022,0,0,1
182,Byrne,Arrière,2008-2009,0,0,1
183,Byrne,Arrière,2009-2010,0,4,1
184,Byrne,Arrière,2010-2011,1,10,11
185,Byrne,Arrière,2011-2012,4,79,41
186,Byrne,Arrière,2012-2013,3,72,31
187,Byrne,Arrière,2013-2014,0,83,1
188,Byrne,Arrière,2014-2015,0,4,1
189,Byrne,Arrière,2015-2016,0,1,1
190,Byrne,Arrière,2016-2017,0,4,1
191,Byrne,Arrière,2017-2018,0,0,1
192,Byrne,Arrière,2018-2019,0,0,1
193,Byrne,Arrière,2019-2020,0,1,1
194,Byrne,Arrière,2020-2021,0,4,1
195,Byrne,Arrière,2021-2022,0,0,1
196,Bézy,Charnière,2008-2009,0,0,1
197,Bézy,Charnière,2009-2010,0,0,1
198,Bézy,Charnière,2010-2011,0,6,1
199,Bézy,Charnière,2011-2012,0,1,1
200,Bézy,Charnière,2012-2013,0,1,1
201,Bézy,Charnière,2013-2014,0,2,1
202,Bézy,Charnière,2014-2015,0,3,1
203,Bézy,Charnière,2015-2016,0,14,1
204,Bézy,Charnière,2016-2017,0,6,1
205,Bézy,Charnière,2017-2018,0,1,1
206,Bézy,Charnière,2018-2019,0,1,1
207,Bézy,Charnière,2019-2020,2,8,21
208,Bézy,Charnière,2020-2021,3,96,31
209,Bézy,Charnière,2021-2022,0,39,1
210,Cabello,Avant,2008-2009,0,44,1
211,Cabello,Avant,2009-2010,2,55,21
212,Cabello,Avant,2010-2011,1,6,11
213,Cabello,Avant,2011-2012,0,22,1
214,Cabello,Avant,2012-2013,2,36,21
215,Cabello,Avant,2013-2014,0,47,1
216,Cabello,Avant,2014-2015,0,3,1
217,Cabello,Avant,2015-2016,0,0,1
218,Cabello,Avant,2016-2017,0,0,1
219,Cabello,Avant,2017-2018,0,0,1
220,Cabello,Avant,2018-2019,0,0,1
221,Cabello,Avant,2019-2020,0,0,1
222,Cabello,Avant,2020-2021,0,0,1
223,Cabello,Avant,2021-2022,0,0,1
224,Canale,Arrière,2008-2009,0,56,1
225,Canale,Arrière,2009-2010,3,78,31
226,Canale,Arrière,2010-2011,5,76,51
227,Canale,Arrière,2011-2012,3,48,31
228,Canale,Arrière,2012-2013,0,1,1
229,Canale,Arrière,2013-2014,0,0,1
230,Canale,Arrière,2014-2015,0,2,1
231,Canale,Arrière,2015-2016,0,0,1
232,Canale,Arrière,2016-2017,0,0,1
233,Canale,Arrière,2017-2018,0,0,1
234,Canale,Arrière,2018-2019,0,0,1
235,Canale,Arrière,2019-2020,0,1,1
236,Canale,Arrière,2020-2021,0,0,1
237,Canale,Arrière,2021-2022,0,0,1
238,Cancoriet,Avant,2008-2009,0,0,1
239,Cancoriet,Avant,2009-2010,0,0,1
240,Cancoriet,Avant,2010-2011,0,0,1
241,Cancoriet,Avant,2011-2012,0,0,1
242,Cancoriet,Avant,2012-2013,0,0,1
243,Cancoriet,Avant,2013-2014,0,0,1
244,Cancoriet,Avant,2014-2015,1,7,11
245,Cancoriet,Avant,2015-2016,3,46,31
246,Cancoriet,Avant,2016-2017,3,83,31
247,Cancoriet,Avant,2017-2018,5,87,51
248,Cancoriet,Avant,2018-2019,4,88,41
249,Cancoriet,Avant,2019-2020,1,46,11
250,Cancoriet,Avant,2020-2021,1,72,11
251,Cancoriet,Avant,2021-2022,0,36,1
252,Cassang,Charnière,2008-2009,0,0,1
253,Cassang,Charnière,2009-2010,0,0,1
254,Cassang,Charnière,2010-2011,0,0,1
255,Cassang,Charnière,2011-2012,0,0,1
256,Cassang,Charnière,2012-2013,0,0,1
257,Cassang,Charnière,2013-2014,0,1,1
258,Cassang,Charnière,2014-2015,0,4,1
259,Cassang,Charnière,2015-2016,0,8,1
260,Cassang,Charnière,2016-2017,3,54,31
261,Cassang,Charnière,2017-2018,2,30,21
262,Cassang,Charnière,2018-2019,0,65,1
263,Cassang,Charnière,2019-2020,2,29,21
264,Cassang,Charnière,2020-2021,0,0,1
265,Cassang,Charnière,2021-2022,0,0,1
266,Chaume,Avant,2008-2009,0,1,1
267,Chaume,Avant,2009-2010,0,0,1
268,Chaume,Avant,2010-2011,0,9,1
269,Chaume,Avant,2011-2012,0,34,1
270,Chaume,Avant,2012-2013,2,57,21
271,Chaume,Avant,2013-2014,0,51,1
272,Chaume,Avant,2014-2015,3,63,31
273,Chaume,Avant,2015-2016,3,83,31
274,Chaume,Avant,2016-2017,3,69,31
275,Chaume,Avant,2017-2018,1,67,11
276,Chaume,Avant,2018-2019,0,4,1
277,Chaume,Avant,2019-2020,0,2,1
278,Chaume,Avant,2020-2021,0,3,1
279,Chaume,Avant,2021-2022,0,0,1
280,Chouly,Avant,2008-2009,0,4,1
281,Chouly,Avant,2009-2010,0,11,1
282,Chouly,Avant,2010-2011,0,7,1
283,Chouly,Avant,2011-2012,1,15,11
284,Chouly,Avant,2012-2013,1,118,11
285,Chouly,Avant,2013-2014,1,158,11
286,Chouly,Avant,2014-2015,6,182,61
287,Chouly,Avant,2015-2016,9,155,91
288,Chouly,Avant,2016-2017,3,136,31
289,Chouly,Avant,2017-2018,3,69,31
290,Chouly,Avant,2018-2019,1,87,11
291,Chouly,Avant,2019-2020,0,1,1
292,Chouly,Avant,2020-2021,0,2,1
293,Chouly,Avant,2021-2022,0,3,1
294,Clément Lanen,Avant,2008-2009,0,0,1
295,Clément Lanen,Avant,2009-2010,0,0,1
296,Clément Lanen,Avant,2010-2011,0,0,1
297,Clément Lanen,Avant,2011-2012,0,0,1
298,Clément Lanen,Avant,2012-2013,0,0,1
299,Clément Lanen,Avant,2013-2014,0,0,1
300,Clément Lanen,Avant,2014-2015,0,0,1
301,Clément Lanen,Avant,2015-2016,0,0,1
302,Clément Lanen,Avant,2016-2017,0,0,1
303,Clément Lanen,Avant,2017-2018,0,0,1
304,Clément Lanen,Avant,2018-2019,0,0,1
305,Clément Lanen,Avant,2019-2020,0,8,1
306,Clément Lanen,Avant,2020-2021,0,10,1
307,Clément Lanen,Avant,2021-2022,0,4,1
308,Clément Ric,Avant,2008-2009,0,6,1
309,Clément Ric,Avant,2009-2010,0,20,1
310,Clément Ric,Avant,2010-2011,1,32,11
311,Clément Ric,Avant,2011-2012,1,28,11
312,Clément Ric,Avant,2012-2013,2,21,21
313,Clément Ric,Avant,2013-2014,0,40,1
314,Clément Ric,Avant,2014-2015,1,55,11
315,Clément Ric,Avant,2015-2016,2,44,21
316,Clément Ric,Avant,2016-2017,1,37,11
317,Clément Ric,Avant,2017-2018,0,3,1
318,Clément Ric,Avant,2018-2019,0,1,1
319,Clément Ric,Avant,2019-2020,0,1,1
320,Clément Ric,Avant,2020-2021,0,1,1
321,Clément Ric,Avant,2021-2022,0,0,1
322,Combezou,Arrière,2008-2009,0,16,1
323,Combezou,Arrière,2009-2010,0,0,1
324,Combezou,Arrière,2010-2011,0,5,1
325,Combezou,Arrière,2011-2012,0,3,1
326,Combezou,Arrière,2012-2013,0,6,1
327,Combezou,Arrière,2013-2014,0,2,1
328,Combezou,Arrière,2014-2015,0,7,1
329,Combezou,Arrière,2015-2016,0,1,1
330,Combezou,Arrière,2016-2017,0,5,1
331,Combezou,Arrière,2017-2018,0,4,1
332,Combezou,Arrière,2018-2019,0,3,1
333,Combezou,Arrière,2019-2020,0,2,1
334,Combezou,Arrière,2020-2021,0,2,1
335,Combezou,Arrière,2021-2022,0,2,1
336,Creevy,Avant,2008-2009,0,0,1
337,Creevy,Avant,2009-2010,0,0,1
338,Creevy,Avant,2010-2011,1,10,11
339,Creevy,Avant,2011-2012,0,4,1
340,Creevy,Avant,2012-2013,0,4,1
341,Creevy,Avant,2013-2014,0,0,1
342,Creevy,Avant,2014-2015,0,0,1
343,Creevy,Avant,2015-2016,0,0,1
344,Creevy,Avant,2016-2017,0,0,1
345,Creevy,Avant,2017-2018,0,0,1
346,Creevy,Avant,2018-2019,0,0,1
347,Creevy,Avant,2019-2020,0,0,1
348,Creevy,Avant,2020-2021,0,0,1
349,Creevy,Avant,2021-2022,0,0,1
350,Cudmore,Avant,2008-2009,2,44,21
351,Cudmore,Avant,2009-2010,1,98,11
352,Cudmore,Avant,2010-2011,1,63,11
353,Cudmore,Avant,2011-2012,2,48,21
354,Cudmore,Avant,2012-2013,2,92,21
355,Cudmore,Avant,2013-2014,2,89,21
356,Cudmore,Avant,2014-2015,2,94,21
357,Cudmore,Avant,2015-2016,12,86,121
358,Cudmore,Avant,2016-2017,1,1,11
359,Cudmore,Avant,2017-2018,0,0,1
360,Cudmore,Avant,2018-2019,0,3,1
361,Cudmore,Avant,2019-2020,0,1,1
362,Cudmore,Avant,2020-2021,0,0,1
363,Cudmore,Avant,2021-2022,0,0,1
364,Davies,Arrière,2008-2009,0,5,1
365,Davies,Arrière,2009-2010,0,7,1
366,Davies,Arrière,2010-2011,0,0,1
367,Davies,Arrière,2011-2012,0,7,1
368,Davies,Arrière,2012-2013,0,14,1
369,Davies,Arrière,2013-2014,2,26,21
370,Davies,Arrière,2014-2015,3,107,31
371,Davies,Arrière,2015-2016,4,84,41
372,Davies,Arrière,2016-2017,0,4,1
373,Davies,Arrière,2017-2018,0,8,1
374,Davies,Arrière,2018-2019,0,3,1
375,Davies,Arrière,2019-2020,0,3,1
376,Davies,Arrière,2020-2021,0,0,1
377,Davies,Arrière,2021-2022,0,0,1
378,Davison,Avant,2008-2009,1,17,11
379,Davison,Avant,2009-2010,0,0,1
380,Davison,Avant,2010-2011,0,0,1
381,Davison,Avant,2011-2012,0,0,1
382,Davison,Avant,2012-2013,0,0,1
383,Davison,Avant,2013-2014,0,0,1
384,Davison,Avant,2014-2015,0,0,1
385,Davison,Avant,2015-2016,0,0,1
386,Davison,Avant,2016-2017,0,0,1
387,Davison,Avant,2017-2018,0,0,1
388,Davison,Avant,2018-2019,0,0,1
389,Davison,Avant,2019-2020,0,0,1
390,Davison,Avant,2020-2021,0,0,1
391,Davison,Avant,2021-2022,0,0,1
392,Debaty,Avant,2008-2009,0,44,1
393,Debaty,Avant,2009-2010,0,66,1
394,Debaty,Avant,2010-2011,0,69,1
395,Debaty,Avant,2011-2012,1,66,11
396,Debaty,Avant,2012-2013,2,113,21
397,Debaty,Avant,2013-2014,1,104,11
398,Debaty,Avant,2014-2015,7,109,71
399,Debaty,Avant,2015-2016,6,80,61
400,Debaty,Avant,2016-2017,2,38,21
401,Debaty,Avant,2017-2018,1,7,11
402,Debaty,Avant,2018-2019,0,1,1
403,Debaty,Avant,2019-2020,0,3,1
404,Debaty,Avant,2020-2021,0,0,1
405,Debaty,Avant,2021-2022,0,0,1
406,Delany,Charnière,2008-2009,0,0,1
407,Delany,Charnière,2009-2010,0,0,1
408,Delany,Charnière,2010-2011,0,0,1
409,Delany,Charnière,2011-2012,0,0,1
410,Delany,Charnière,2012-2013,5,43,51
411,Delany,Charnière,2013-2014,0,77,1
412,Delany,Charnière,2014-2015,2,61,21
413,Delany,Charnière,2015-2016,0,0,1
414,Delany,Charnière,2016-2017,0,0,1
415,Delany,Charnière,2017-2018,0,0,1
416,Delany,Charnière,2018-2019,0,0,1
417,Delany,Charnière,2019-2020,0,0,1
418,Delany,Charnière,2020-2021,0,1,1
419,Delany,Charnière,2021-2022,0,0,1
420,Dessaigne,Avant,2008-2009,0,0,1
421,Dessaigne,Avant,2009-2010,0,0,1
422,Dessaigne,Avant,2010-2011,0,0,1
423,Dessaigne,Avant,2011-2012,0,0,1
424,Dessaigne,Avant,2012-2013,0,0,1
425,Dessaigne,Avant,2013-2014,0,0,1
426,Dessaigne,Avant,2014-2015,0,0,1
427,Dessaigne,Avant,2015-2016,0,1,1
428,Dessaigne,Avant,2016-2017,0,2,1
429,Dessaigne,Avant,2017-2018,0,0,1
430,Dessaigne,Avant,2018-2019,0,2,1
431,Dessaigne,Avant,2019-2020,0,6,1
432,Dessaigne,Avant,2020-2021,1,27,11
433,Dessaigne,Avant,2021-2022,1,25,11
434,Domingo,Avant,2008-2009,0,67,1
435,Domingo,Avant,2009-2010,2,103,21
436,Domingo,Avant,2010-2011,5,87,51
437,Domingo,Avant,2011-2012,2,44,21
438,Domingo,Avant,2012-2013,1,101,11
439,Domingo,Avant,2013-2014,1,123,11
440,Domingo,Avant,2014-2015,3,108,31
441,Domingo,Avant,2015-2016,5,85,51
442,Domingo,Avant,2016-2017,4,45,41
443,Domingo,Avant,2017-2018,1,8,11
444,Domingo,Avant,2018-2019,0,6,1
445,Domingo,Avant,2019-2020,0,3,1
446,Domingo,Avant,2020-2021,1,4,11
447,Domingo,Avant,2021-2022,0,0,1
448,Emmanuel Etien,Avant,2008-2009,0,20,1
449,Emmanuel Etien,Avant,2009-2010,0,1,1
450,Emmanuel Etien,Avant,2010-2011,0,0,1
451,Emmanuel Etien,Avant,2011-2012,0,0,1
452,Emmanuel Etien,Avant,2012-2013,0,0,1
453,Emmanuel Etien,Avant,2013-2014,0,0,1
454,Emmanuel Etien,Avant,2014-2015,0,0,1
455,Emmanuel Etien,Avant,2015-2016,0,0,1
456,Emmanuel Etien,Avant,2016-2017,0,0,1
457,Emmanuel Etien,Avant,2017-2018,0,0,1
458,Emmanuel Etien,Avant,2018-2019,0,0,1
459,Emmanuel Etien,Avant,2019-2020,0,0,1
460,Emmanuel Etien,Avant,2020-2021,0,0,1
461,Emmanuel Etien,Avant,2021-2022,0,0,1
462,Emmanuelli,Avant,2008-2009,0,59,1
463,Emmanuelli,Avant,2009-2010,0,7,1
464,Emmanuelli,Avant,2010-2011,0,4,1
465,Emmanuelli,Avant,2011-2012,0,5,1
466,Emmanuelli,Avant,2012-2013,0,1,1
467,Emmanuelli,Avant,2013-2014,0,0,1
468,Emmanuelli,Avant,2014-2015,0,0,1
469,Emmanuelli,Avant,2015-2016,0,1,1
470,Emmanuelli,Avant,2016-2017,0,0,1
471,Emmanuelli,Avant,2017-2018,0,0,1
472,Emmanuelli,Avant,2018-2019,0,0,1
473,Emmanuelli,Avant,2019-2020,0,1,1
474,Emmanuelli,Avant,2020-2021,0,0,1
475,Emmanuelli,Avant,2021-2022,0,0,1
476,Engelbrecht,Arrière,2008-2009,0,0,1
477,Engelbrecht,Arrière,2009-2010,0,0,1
478,Engelbrecht,Arrière,2010-2011,0,0,1
479,Engelbrecht,Arrière,2011-2012,0,0,1
480,Engelbrecht,Arrière,2012-2013,0,0,1
481,Engelbrecht,Arrière,2013-2014,0,0,1
482,Engelbrecht,Arrière,2014-2015,0,0,1
483,Engelbrecht,Arrière,2015-2016,0,0,1
484,Engelbrecht,Arrière,2016-2017,0,0,1
485,Engelbrecht,Arrière,2017-2018,0,0,1
486,Engelbrecht,Arrière,2018-2019,0,5,1
487,Engelbrecht,Arrière,2019-2020,0,11,1
488,Engelbrecht,Arrière,2020-2021,0,0,1
489,Engelbrecht,Arrière,2021-2022,0,0,1
490,Esterhuizen,Arrière,2008-2009,0,23,1
491,Esterhuizen,Arrière,2009-2010,0,0,1
492,Esterhuizen,Arrière,2010-2011,0,0,1
493,Esterhuizen,Arrière,2011-2012,0,0,1
494,Esterhuizen,Arrière,2012-2013,0,0,1
495,Esterhuizen,Arrière,2013-2014,0,0,1
496,Esterhuizen,Arrière,2014-2015,0,0,1
497,Esterhuizen,Arrière,2015-2016,0,0,1
498,Esterhuizen,Arrière,2016-2017,0,0,1
499,Esterhuizen,Arrière,2017-2018,0,0,1
500,Esterhuizen,Arrière,2018-2019,0,0,1
501,Esterhuizen,Arrière,2019-2020,0,0,1
502,Esterhuizen,Arrière,2020-2021,0,0,1
503,Esterhuizen,Arrière,2021-2022,0,0,1
504,Ezeala,Arrière,2008-2009,0,0,1
505,Ezeala,Arrière,2009-2010,0,0,1
506,Ezeala,Arrière,2010-2011,0,0,1
507,Ezeala,Arrière,2011-2012,0,0,1
508,Ezeala,Arrière,2012-2013,0,0,1
509,Ezeala,Arrière,2013-2014,0,0,1
510,Ezeala,Arrière,2014-2015,0,0,1
511,Ezeala,Arrière,2015-2016,0,0,1
512,Ezeala,Arrière,2016-2017,0,2,1
513,Ezeala,Arrière,2017-2018,1,20,11
514,Ezeala,Arrière,2018-2019,4,46,41
515,Ezeala,Arrière,2019-2020,2,46,21
516,Ezeala,Arrière,2020-2021,1,12,11
517,Ezeala,Arrière,2021-2022,0,14,1
518,Falatea,Avant,2008-2009,0,0,1
519,Falatea,Avant,2009-2010,0,0,1
520,Falatea,Avant,2010-2011,0,0,1
521,Falatea,Avant,2011-2012,0,0,1
522,Falatea,Avant,2012-2013,0,0,1
523,Falatea,Avant,2013-2014,0,0,1
524,Falatea,Avant,2014-2015,0,0,1
525,Falatea,Avant,2015-2016,0,0,1
526,Falatea,Avant,2016-2017,0,2,1
527,Falatea,Avant,2017-2018,0,7,1
528,Falatea,Avant,2018-2019,1,43,11
529,Falatea,Avant,2019-2020,0,27,1
530,Falatea,Avant,2020-2021,1,54,11
531,Falatea,Avant,2021-2022,0,6,1
532,Falgoux,Avant,2008-2009,0,0,1
533,Falgoux,Avant,2009-2010,0,0,1
534,Falgoux,Avant,2010-2011,0,2,1
535,Falgoux,Avant,2011-2012,0,1,1
536,Falgoux,Avant,2012-2013,0,4,1
537,Falgoux,Avant,2013-2014,0,15,1
538,Falgoux,Avant,2014-2015,0,13,1
539,Falgoux,Avant,2015-2016,1,9,11
540,Falgoux,Avant,2016-2017,4,64,41
541,Falgoux,Avant,2017-2018,0,65,1
542,Falgoux,Avant,2018-2019,3,118,31
543,Falgoux,Avant,2019-2020,2,41,21
544,Falgoux,Avant,2020-2021,3,54,31
545,Falgoux,Avant,2021-2022,1,31,11
546,Faure,Avant,2008-2009,1,11,11
547,Faure,Avant,2009-2010,3,78,31
548,Faure,Avant,2010-2011,0,57,1
549,Faure,Avant,2011-2012,5,83,51
550,Faure,Avant,2012-2013,1,7,11
551,Faure,Avant,2013-2014,0,6,1
552,Faure,Avant,2014-2015,0,9,1
553,Faure,Avant,2015-2016,0,2,1
554,Faure,Avant,2016-2017,0,1,1
555,Faure,Avant,2017-2018,0,1,1
556,Faure,Avant,2018-2019,0,0,1
557,Faure,Avant,2019-2020,0,1,1
558,Faure,Avant,2020-2021,0,0,1
559,Faure,Avant,2021-2022,0,0,1
560,Fernandez,Charnière,2008-2009,0,1,1
561,Fernandez,Charnière,2009-2010,0,9,1
562,Fernandez,Charnière,2010-2011,0,8,1
563,Fernandez,Charnière,2011-2012,0,8,1
564,Fernandez,Charnière,2012-2013,0,11,1
565,Fernandez,Charnière,2013-2014,0,3,1
566,Fernandez,Charnière,2014-2015,0,9,1
567,Fernandez,Charnière,2015-2016,2,82,21
568,Fernandez,Charnière,2016-2017,6,139,61
569,Fernandez,Charnière,2017-2018,5,94,51
570,Fernandez,Charnière,2018-2019,3,86,31
571,Fernandez,Charnière,2019-2020,0,1,1
572,Fernandez,Charnière,2020-2021,0,2,1
573,Fernandez,Charnière,2021-2022,0,1,1
574,Fischer,Avant,2008-2009,0,0,1
575,Fischer,Avant,2009-2010,0,0,1
576,Fischer,Avant,2010-2011,0,0,1
